molecule_chembl_id,target_chembl_id,standard_type,standard_value,standard_units,smiles,organism
CHEMBL458938,CHEMBL368,IC50,134.9,ug.mL-1,CO[C@@H]1O[C@@H]([C@H](O)C(C)(C)OC)C[C@H]1[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,trypanosoma_cruzi
CHEMBL452105,CHEMBL368,IC50,114.5,ug.mL-1,CO[C@H]1O[C@@H]([C@H](O)C(C)(C)OC)C[C@H]1[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,trypanosoma_cruzi
CHEMBL448218,CHEMBL368,IC50,1000.0,ug.mL-1,CNc1ccccc1C(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]45C[C@]4(CC[C@H]5[C@@H]4C[C@H]([C@H](O)C(C)(C)O)O[C@H]4OC)[C@]3(C)[C@H](O)C[C@H]2C1(C)C,trypanosoma_cruzi
CHEMBL505849,CHEMBL368,IC50,1000.0,ug.mL-1,CNc1ccccc1C(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]45C[C@]4(CC[C@H]5[C@@H]4C[C@H]([C@H](O)C(C)(C)O)O[C@@H]4OC)[C@]3(C)[C@H](O)C[C@H]2C1(C)C,trypanosoma_cruzi
CHEMBL501381,CHEMBL368,IC50,1000.0,ug.mL-1,CNc1ccccc1C(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]45C[C@]4(CC[C@H]5[C@@H]4C[C@H]([C@H](O)C(C)(C)O)OC4O)[C@]3(C)[C@H](O)C[C@H]2C1(C)C,trypanosoma_cruzi
CHEMBL64894,CHEMBL368,IC50,7.5,ug.mL-1,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],trypanosoma_cruzi
CHEMBL520005,CHEMBL368,IC50,39.9,ug.mL-1,COc1cc(C)cc2c(-c3c(O)cc(O)c4c3C[C@@H](C)N(C)[C@@H]4C)ccc(O)c12,trypanosoma_cruzi
CHEMBL489959,CHEMBL368,IC50,30.1,ug.mL-1,COc1c(-c2c(C)cc(OC)c3c(OC)cccc23)c(O)cc2c1[C@@H](C)N[C@H](C)C2,trypanosoma_cruzi
CHEMBL489149,CHEMBL368,IC50,17.4,ug.mL-1,COc1cc(O)c2c(c1-c1ccc(OC)c3c(OC)cc(C)cc13)C[C@@H](C)N(C)[C@@H]2C,trypanosoma_cruzi
CHEMBL487392,CHEMBL368,IC50,14.5,ug.mL-1,COc1cc(C)cc2c(-c3c(O)cc(O)c4c3C[C@@H](C)N[C@@H]4C)ccc(O)c12,trypanosoma_cruzi
CHEMBL110,CHEMBL368,IC50,0.382,ug.mL-1,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,trypanosoma_cruzi
CHEMBL489958,CHEMBL368,IC50,90.0,ug.mL-1,COc1cc(O)c(-c2ccc(OC)c3c(OC)cc(C)cc23)c2c1[C@@H](C)N(C)[C@H](C)C2,trypanosoma_cruzi
CHEMBL514883,CHEMBL368,IC50,7.6,ug.mL-1,COc1cc(O)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c(O)c1C(C)=O,trypanosoma_cruzi
CHEMBL447622,CHEMBL368,IC50,6.8,ug.mL-1,CC(=O)c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(O)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c1O,trypanosoma_cruzi
CHEMBL483822,CHEMBL368,IC50,33.1,ug.mL-1,COc1c(C(C)=O)c(O)cc(O)c1-c1c(CO)cc(O)c2c1C(=O)c1cccc(O)c1C2=O,trypanosoma_cruzi
CHEMBL484021,CHEMBL368,IC50,90.0,ug.mL-1,COc1cc(O)c(-c2c(CO)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c(O)c1C(C)=O,trypanosoma_cruzi
CHEMBL92129,CHEMBL368,IC50,220.0,nM,C[n+]1c2ccccc2cc2[n-]c3ccccc3c21.Cl,trypanosoma_cruzi
CHEMBL518720,CHEMBL368,IC50,3480.0,nM,Cn1c2c3ccccc3nc-2c(-c2c3nc4ccccc4c-3n(C)c3ccccc23)c2ccccc21,trypanosoma_cruzi
CHEMBL463942,CHEMBL368,IC50,84400.0,nM,Cn1c2nc3ccccc3c-2c(-n2c3ccccc3c3nc4ccccc4cc32)c2ccccc21,trypanosoma_cruzi
CHEMBL463913,CHEMBL368,IC50,236100.0,nM,Cn1c2ccccc2c2c[n+](C)c3ccccc3c21.[I-],trypanosoma_cruzi
CHEMBL512770,CHEMBL368,IC50,21000.0,nM,C[n+]1cc2[nH]c3ccccc3c2c2ccccc21.[Cl-],trypanosoma_cruzi
CHEMBL502768,CHEMBL368,IC50,1270.0,nM,Cl.Cn1cc2c3ccccc3nc-2c2ccccc21,trypanosoma_cruzi
CHEMBL465591,CHEMBL368,IC50,2010.0,nM,Cl.Cn1c2nc3ccccc3c-2cc2ccccc21,trypanosoma_cruzi
CHEMBL110,CHEMBL368,IC50,1.5,ug.mL-1,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,trypanosoma_cruzi
CHEMBL110,CHEMBL368,IC50,0.55,ug.mL-1,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,trypanosoma_cruzi
CHEMBL518407,CHEMBL368,IC50,54.0,ug.mL-1,COc1cccc2c(-c3ccc4cc(C)nc(C)c4c3O)c(C)cc(OC)c12,trypanosoma_cruzi
CHEMBL222221,CHEMBL368,IC50,21.8,ug.mL-1,COc1cc(C)c(-c2ccc3cc(C)nc(C)c3c2O)c2cccc(O)c12,trypanosoma_cruzi
CHEMBL224952,CHEMBL368,IC50,24.3,ug.mL-1,COc1ccc(-c2ccc3cc(C)nc(C)c3c2O)c2cc(C)cc(OC)c12,trypanosoma_cruzi
CHEMBL464613,CHEMBL368,IC50,50000.0,nM,CCCCCCCCC/C(C)=C\C(=O)NCCc1ccc(O)cc1,trypanosoma_cruzi
CHEMBL463001,CHEMBL368,IC50,50000.0,nM,CCCCCCCCCC(C)CC(=O)NCCc1ccc(O)cc1,trypanosoma_cruzi
CHEMBL463004,CHEMBL368,IC50,96000.0,nM,C=C[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5OC[C@@H](O)[C@@H](OC(C)=O)[C@@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C,trypanosoma_cruzi
CHEMBL463005,CHEMBL368,IC50,101000.0,nM,C=C[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5OC[C@@H](OC(C)=O)[C@@H](O)[C@@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C,trypanosoma_cruzi
CHEMBL513801,CHEMBL368,IC50,173000.0,nM,C=C[C@]1(C)Cc2occ(C)c2C[C@H]1C(=C)OC(C)=O,trypanosoma_cruzi
CHEMBL449170,CHEMBL368,IC50,28000.0,nM,C=C[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5OC[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]5OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,trypanosoma_cruzi
CHEMBL518094,CHEMBL368,IC50,50000.0,nM,CO[C@H]1OC[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,trypanosoma_cruzi
CHEMBL465023,CHEMBL368,IC50,50000.0,nM,CO[C@@H]1OC[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,trypanosoma_cruzi
CHEMBL463198,CHEMBL368,IC50,50000.0,nM,CO[C@@H]1OC[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,trypanosoma_cruzi
CHEMBL450597,CHEMBL368,IC50,50000.0,nM,CCCCCCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)CCCCCCCCCCC)[C@H](OC)OC[C@@H]1OC(=O)CCCCCCCCCCC,trypanosoma_cruzi
CHEMBL445015,CHEMBL368,IC50,50000.0,nM,CCCCCCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)CCCCCCCCCCC)[C@@H](OC)OC[C@@H]1OC(=O)CCCCCCCCCCC,trypanosoma_cruzi
CHEMBL463006,CHEMBL368,IC50,50000.0,nM,CCCCO[C@@H]1OC[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,trypanosoma_cruzi
CHEMBL505348,CHEMBL368,IC50,50000.0,nM,O[C@@H]1[C@@H](O)[C@@H](O)CO[C@H]1O,trypanosoma_cruzi
CHEMBL463201,CHEMBL368,IC50,50000.0,nM,CO[C@H]1O[C@H](C)[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,trypanosoma_cruzi
CHEMBL518529,CHEMBL368,IC50,50000.0,nM,CO[C@@H]1O[C@H](C)[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,trypanosoma_cruzi
CHEMBL448810,CHEMBL368,IC50,50000.0,nM,CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,trypanosoma_cruzi
CHEMBL506277,CHEMBL368,IC50,50000.0,nM,CO[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,trypanosoma_cruzi
CHEMBL290960,CHEMBL368,IC50,11000.0,nM,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,trypanosoma_cruzi
CHEMBL479289,CHEMBL368,IC50,8000.0,nM,CC(C)=CCCC1(C)C=Cc2c(cc(O)c3c(=O)c4cccc(O)c4oc23)O1,trypanosoma_cruzi
CHEMBL463023,CHEMBL368,IC50,56000.0,nM,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)cc2)[C@@H]1c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,trypanosoma_cruzi
CHEMBL500482,CHEMBL368,IC50,34700.0,nM,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c([C@@H]4C(O)c5c(O)cc(O)cc5O[C@H]4c4ccc(O)cc4)c3O2)cc1,trypanosoma_cruzi
CHEMBL499445,CHEMBL368,IC50,39200.0,nM,CC1=C[C@@H](c2cc(O)c3c(=O)c4cccc(O)c4oc3c2O)[C@](C)(/C=C/c2cc(O)c3c(=O)c4cccc(O)c4oc3c2O)CC1,trypanosoma_cruzi
CHEMBL454538,CHEMBL368,IC50,4000.0,nM,CC1=C[C@H](c2cc(O)c3c(=O)c4cccc(O)c4oc3c2O)[C@](C)(/C=C/c2cc(O)c3c(=O)c4cccc(O)c4oc3c2O)CC1,trypanosoma_cruzi
CHEMBL188061,CHEMBL368,IC50,7000.0,nM,CC(C)=CCc1cc(O)c2c(=O)c3cccc(O)c3oc2c1O,trypanosoma_cruzi
CHEMBL482023,CHEMBL368,IC50,5700.0,nM,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c2c(=O)c3cccc(O)c3oc12,trypanosoma_cruzi
CHEMBL476114,CHEMBL368,IC50,56600.0,nM,Clc1ccc2[nH]c3c[n+](C/C=C\C[n+]4ccc5c(c4)[nH]c4ccc(Cl)cc45)ccc3c2c1.[Cl-].[Cl-],trypanosoma_cruzi
CHEMBL499836,CHEMBL368,IC50,87100.0,nM,C[n+]1ccc2c(c1)[nH]c1ccc(Cl)cc12.[I-],trypanosoma_cruzi
CHEMBL502875,CHEMBL368,IC50,44600.0,nM,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccc(C[n+]5ccc6c(c5)[nH]c5ccc(Cl)cc56)cc4)CC3)c(F)cc2c1=O.[Cl-],trypanosoma_cruzi
CHEMBL443409,CHEMBL368,IC50,10000.0,nM,Clc1ccc2[nH]c3c[n+](CCCCCCCCCCCC[n+]4ccc5c(c4)[nH]c4ccc(Cl)cc45)ccc3c2c1.[Br-].[Br-],trypanosoma_cruzi
CHEMBL479234,CHEMBL368,IC50,36600.0,nM,Clc1ccc2[nH]c3c[n+](CCCCCCCCCC[n+]4ccc5c(c4)[nH]c4ccc(Cl)cc45)ccc3c2c1.[Br-].[Br-],trypanosoma_cruzi
CHEMBL476717,CHEMBL368,IC50,31400.0,nM,Clc1ccc2[nH]c3c[n+](CCCCCCCC[n+]4ccc5c(c4)[nH]c4ccc(Cl)cc45)ccc3c2c1.[Br-].[Br-],trypanosoma_cruzi
CHEMBL476716,CHEMBL368,IC50,36200.0,nM,Clc1ccc2[nH]c3c[n+](CCCCCC[n+]4ccc5c(c4)[nH]c4ccc(Cl)cc45)ccc3c2c1.[Br-].[Br-],trypanosoma_cruzi
CHEMBL515313,CHEMBL368,IC50,51100.0,nM,Clc1ccc2[nH]c3c[n+](CCOCC[n+]4ccc5c(c4)[nH]c4ccc(Cl)cc45)ccc3c2c1.[Cl-].[Cl-],trypanosoma_cruzi
CHEMBL502765,CHEMBL368,IC50,45700.0,nM,Clc1ccc2[nH]c3c[n+](Cc4ccc(-c5ccc(C[n+]6ccc7c(c6)[nH]c6ccc(Cl)cc67)cc5)cc4)ccc3c2c1.[Cl-].[Cl-],trypanosoma_cruzi
CHEMBL516397,CHEMBL368,IC50,5900.0,nM,Clc1ccc2[nH]c3c[n+](Cc4cccc(C[n+]5ccc6c(c5)[nH]c5ccc(Cl)cc56)c4)ccc3c2c1.[Cl-].[Cl-],trypanosoma_cruzi
CHEMBL475277,CHEMBL368,IC50,51700.0,nM,Clc1ccc2[nH]c3c[n+](Cc4ccc(C[n+]5ccc6c(c5)[nH]c5ccc(Cl)cc56)cc4)ccc3c2c1.[Cl-].[Cl-],trypanosoma_cruzi
CHEMBL476115,CHEMBL368,IC50,10600.0,nM,Clc1ccc2[nH]c3c[n+](CC#CC[n+]4ccc5c(c4)[nH]c4ccc(Cl)cc45)ccc3c2c1.[Cl-].[Cl-],trypanosoma_cruzi
CHEMBL468358,CHEMBL368,IC50,1.9,ug.mL-1,Cc1nn(-c2ccccc2)c2nc(-c3ccccc3)cc(C(=O)N/N=C/c3ccc(O)cc3)c12,trypanosoma_cruzi
CHEMBL209918,CHEMBL368,IC50,117000.0,nM,O=[N+]([O-])c1ccccc1-c1nc2ccccc2[nH]1,trypanosoma_cruzi
CHEMBL516848,CHEMBL368,IC50,78000.0,nM,O=C(c1ccc(Cl)cc1)n1c(-c2ccccc2[N+](=O)[O-])nc2ccccc21,trypanosoma_cruzi
CHEMBL514731,CHEMBL368,IC50,64000.0,nM,COc1ccc(C(=O)n2c(-c3ccccc3[N+](=O)[O-])nc3ccccc32)cc1,trypanosoma_cruzi
CHEMBL508548,CHEMBL368,IC50,80000.0,nM,O=C(c1ccc([N+](=O)[O-])cc1)n1c(-c2ccccc2[N+](=O)[O-])nc2ccccc21,trypanosoma_cruzi
CHEMBL456165,CHEMBL368,IC50,94000.0,nM,O=C(c1ccccc1)n1c(-c2ccccc2[N+](=O)[O-])nc2ccccc21,trypanosoma_cruzi
CHEMBL269671,CHEMBL368,IC50,30.0,ug.mL-1,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,trypanosoma_cruzi
CHEMBL110,CHEMBL368,IC50,0.14,ug.mL-1,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,trypanosoma_cruzi
CHEMBL520289,CHEMBL368,IC50,13.0,ug.mL-1,CC(C)(N)CNC(=O)CC1CC[C@]2(CC1)OC[C@]1(O2)C2CC3CC(C2)CC1C3,trypanosoma_cruzi
CHEMBL404431,CHEMBL368,IC50,9.5,ug.mL-1,CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,trypanosoma_cruzi
CHEMBL331309,CHEMBL368,IC50,30.0,ug.mL-1,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32O4,trypanosoma_cruzi
CHEMBL454688,CHEMBL3563,IC50,2000.0,nM,CC(C)C[C@@H]1N[C@@H](C(=O)Nc2ccccc2)CCCCC[C@@H](/C=C/S(=O)(=O)c2ccccc2)NC1=O,trypanosoma_cruzi
CHEMBL91704,CHEMBL3563,IC50,4.0,nM,CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,trypanosoma_cruzi
CHEMBL452863,CHEMBL3563,IC50,10000.0,nM,CC(C)C[C@@H]1N[C@@H](C(=O)Nc2ccccc2)CCCC[C@@H](/C=C/S(=O)(=O)c2ccccc2)NC1=O,trypanosoma_cruzi
CHEMBL452599,CHEMBL3563,IC50,150000.0,nM,FC(F)(F)c1ccnc(N/N=C/c2ccccc2)n1,trypanosoma_cruzi
CHEMBL510327,CHEMBL3563,IC50,100000.0,nM,Cc1ccccc1/C=N/Nc1nccc(C(F)(F)F)n1,trypanosoma_cruzi
CHEMBL455668,CHEMBL3563,IC50,100000.0,nM,Cc1ccc(/C=N/Nc2nccc(C(F)(F)F)n2)cc1,trypanosoma_cruzi
CHEMBL455669,CHEMBL3563,IC50,85000.0,nM,FC(F)(F)c1ccnc(N/N=C/c2ccc(Cl)cc2)n1,trypanosoma_cruzi
CHEMBL452693,CHEMBL3563,IC50,100000.0,nM,COc1ccc(/C=N/Nc2nccc(C(F)(F)F)n2)cc1,trypanosoma_cruzi
CHEMBL453633,CHEMBL3563,IC50,100000.0,nM,O=[N+]([O-])c1ccc(/C=N/Nc2nccc(C(F)(F)F)n2)cc1,trypanosoma_cruzi
CHEMBL451256,CHEMBL3563,IC50,100000.0,nM,Cc1cc(C(F)(F)F)nc(N/N=C/c2ccccc2C)n1,trypanosoma_cruzi
CHEMBL453634,CHEMBL3563,IC50,150000.0,nM,COc1ccccc1/C=N/Nc1nc(C)cc(C(F)(F)F)n1,trypanosoma_cruzi
CHEMBL462539,CHEMBL3563,IC50,100000.0,nM,Cc1cc(C(F)(F)F)nc(N/N=C/c2ccc(Cl)cc2)n1,trypanosoma_cruzi
CHEMBL6466,CHEMBL5926,IC50,691830.0,nM,O=c1ccc2ccccc2o1,trypanosoma_cruzi
CHEMBL51628,CHEMBL5926,IC50,616580.0,nM,O=c1ccc2ccc(O)cc2o1,trypanosoma_cruzi
CHEMBL464404,CHEMBL5926,IC50,84000.0,nM,COc1ccc(-c2coc3cc(O)c(OC)cc3c2=O)cc1,trypanosoma_cruzi
CHEMBL474167,CHEMBL5926,IC50,81000.0,nM,COc1cc2oc(-c3cc(OC)c(OC)c(OC)c3)cc(=O)c2cc1OC,trypanosoma_cruzi
CHEMBL1231470,CHEMBL5926,IC50,64000.0,nM,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)O[C@H](C(C)(C)O)C3,trypanosoma_cruzi
CHEMBL67599,CHEMBL5926,IC50,17800.0,nM,CC(=O)Oc1ccc(-c2cc3cc(OC(C)=O)c(OC(C)=O)cc3oc2=O)cc1OC(C)=O,trypanosoma_cruzi
CHEMBL464924,CHEMBL5926,IC50,12000.0,nM,COc1cccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)c1,trypanosoma_cruzi
CHEMBL366942,CHEMBL5926,IC50,5000.0,nM,COc1cccc(C(=O)N[C@@H]2[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)c1,trypanosoma_cruzi
CHEMBL552521,CHEMBL5926,IC50,100.0,nM,COc1cccc(C(=O)N[C@@H]2[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H]([n+]4ccc(C(N)=O)cc4)[C@H](O)[C@@H]3O)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)c1.[Cl-],trypanosoma_cruzi
CHEMBL464925,CHEMBL5926,IC50,38000.0,nM,C=CC/C=C/C/C=C/CCCCCCCc1cccc(O)c1C(=O)O,trypanosoma_cruzi
CHEMBL266564,CHEMBL5926,IC50,46000.0,nM,O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,trypanosoma_cruzi
CHEMBL465536,CHEMBL5926,IC50,69000.0,nM,CCC/C=C/C/C=C/CCCCCCCc1cccc(O)c1C(=O)O,trypanosoma_cruzi
CHEMBL464507,CHEMBL5926,IC50,140000.0,nM,O=c1c(O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,trypanosoma_cruzi
CHEMBL50,CHEMBL5926,IC50,142000.0,nM,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,trypanosoma_cruzi
CHEMBL464825,CHEMBL5926,IC50,149000.0,nM,O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,trypanosoma_cruzi
CHEMBL277156,CHEMBL5926,IC50,161000.0,nM,CCCCCC/C=C/CCCCCCCc1cccc(O)c1C(=O)O,trypanosoma_cruzi
CHEMBL169,CHEMBL368,IC50,4000.0,nM,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,trypanosoma_cruzi
CHEMBL50,CHEMBL368,IC50,771000.0,nM,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,trypanosoma_cruzi
CHEMBL452171,CHEMBL368,IC50,25000.0,nM,O=c1c2ccccc2cc2n1CCN2,trypanosoma_cruzi
CHEMBL511177,CHEMBL368,IC50,500.0,nM,O=c1c2ccccc2c(C(=S)Nc2ccc(Cl)cc2)c2n1CCN2,trypanosoma_cruzi
CHEMBL459586,CHEMBL368,IC50,1000.0,nM,Cc1ccc(NC(=S)c2c3n(c(=O)c4ccccc24)CCN3)cc1,trypanosoma_cruzi
CHEMBL459587,CHEMBL368,IC50,25000.0,nM,O=c1c2ccccc2c(C(=S)Nc2cccc3ccccc23)c2n1CCN2,trypanosoma_cruzi
CHEMBL460639,CHEMBL368,IC50,20000.0,nM,Cc1cccc(NC(=S)c2c3n(c(=O)c4ccccc24)CCN3)c1,trypanosoma_cruzi
CHEMBL513272,CHEMBL368,IC50,3000.0,nM,O=c1c2ccccc2c(C(=S)Nc2ccccc2)c2n1CCN2,trypanosoma_cruzi
CHEMBL460222,CHEMBL368,IC50,12300.0,nM,COc1ccc(NC(=S)c2c3n(c(=O)c4ccccc24)CCN3)cc1,trypanosoma_cruzi
CHEMBL449102,CHEMBL368,IC50,30000.0,nM,O=c1c2ccccc2c(C(=S)Nc2ccccn2)c2n1CCN2,trypanosoma_cruzi
CHEMBL460430,CHEMBL368,IC50,35000.0,nM,O=c1c2ccccc2c(C(=S)NCc2ccc(Cl)cc2)c2n1CCN2,trypanosoma_cruzi
CHEMBL511521,CHEMBL368,IC50,30000.0,nM,O=C(Nc1ccccc1)c1c2n(c(=O)c3ccccc13)CCN2,trypanosoma_cruzi
CHEMBL470593,CHEMBL368,IC50,43000.0,nM,CC(=O)N1CCn2c1c(C(=S)Nc1ccccc1)c1ccccc1c2=O,trypanosoma_cruzi
CHEMBL470594,CHEMBL368,IC50,25000.0,nM,O=c1c2ccccc2cc2[nH]c3ccccc3n12,trypanosoma_cruzi
CHEMBL512835,CHEMBL368,IC50,6400.0,nM,O=c1c2ccccc2c(C(=S)Nc2ccccc2)c2[nH]c3ccccc3n12,trypanosoma_cruzi
CHEMBL290960,CHEMBL368,IC50,7700.0,nM,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,trypanosoma_cruzi
CHEMBL1203979,CHEMBL368,IC50,4250.0,nM,CC(C)NC(=N)c1ccc2nc(-c3sc(-c4nc5ccc(C(=N)NC(C)C)cc5[nH]4)c4c3OCCO4)[nH]c2c1.Cl.Cl,trypanosoma_cruzi
CHEMBL1203979,CHEMBL368,IC50,2400.0,nM,CC(C)NC(=N)c1ccc2nc(-c3sc(-c4nc5ccc(C(=N)NC(C)C)cc5[nH]4)c4c3OCCO4)[nH]c2c1.Cl.Cl,trypanosoma_cruzi
CHEMBL289228,CHEMBL368,EC50,4.0,nM,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,trypanosoma_cruzi
CHEMBL471607,CHEMBL368,EC50,23.0,nM,Cc1cc([C@@](N)(c2ccc3c(c2)c(-c2cccc(Cl)c2)cc(=O)n3C)c2cncn2C)ccc1Cl,trypanosoma_cruzi
CHEMBL510213,CHEMBL368,EC50,45.0,nM,Cn1cncc1[C@@](N)(c1ccc2ccccc2c1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,trypanosoma_cruzi
CHEMBL456001,CHEMBL368,EC50,21.0,nM,Cc1c(Cl)cccc1-c1cc(=O)n(C)c2ccc([C@](N)(c3ccc(Cl)cc3)c3cncn3C)cc12,trypanosoma_cruzi
CHEMBL456002,CHEMBL368,EC50,23.0,nM,Cc1ccccc1-c1cc(=O)n(C)c2ccc([C@](N)(c3ccc(Cl)cc3)c3cncn3C)cc12,trypanosoma_cruzi
CHEMBL514400,CHEMBL368,EC50,12.0,nM,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1ccccc1)cc(=O)n2C,trypanosoma_cruzi
CHEMBL470996,CHEMBL368,EC50,22.0,nM,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc3ccccc13)cc(=O)n2C,trypanosoma_cruzi
CHEMBL471195,CHEMBL368,EC50,0.6,nM,CO[C@](c1ccc(Cl)cc1)(c1ccc2c(c1)c(-c1cccc(Cl)c1C)cc(=O)n2C)c1cncn1C,trypanosoma_cruzi
CHEMBL157101,CHEMBL368,EC50,0.3,nM,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,trypanosoma_cruzi
CHEMBL1397,CHEMBL368,EC50,0.3,nM,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,trypanosoma_cruzi
CHEMBL110,CHEMBL368,IC50,7400.0,nM,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,trypanosoma_cruzi
CHEMBL290960,CHEMBL368,IC50,7700.0,nM,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,trypanosoma_cruzi
CHEMBL110,CHEMBL368,IC50,4500.0,nM,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,trypanosoma_cruzi
CHEMBL290960,CHEMBL368,IC50,8500.0,nM,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,trypanosoma_cruzi
CHEMBL110,CHEMBL368,IC50,3800.0,nM,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,trypanosoma_cruzi
