molecule_chembl_id,target_chembl_id,standard_type,standard_value,standard_units,smiles,organism
CHEMBL144585,CHEMBL367,IC50,136000.0,nM,CCCCCCOc1ccc(C(=O)/C=C/c2ccc(OC)cc2OC)cc1,leishmania_donovani
CHEMBL145720,CHEMBL367,IC50,9700.0,nM,CCCCCCc1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,leishmania_donovani
CHEMBL148216,CHEMBL367,IC50,8300.0,nM,COc1cc(/C=C/C(=O)c2ccc(OC)c(OC)c2OC)cc(OC)c1,leishmania_donovani
CHEMBL144467,CHEMBL367,IC50,16000.0,nM,COc1cc(OC)c(OC)cc1/C=C/C(=O)c1ccc(O)cc1,leishmania_donovani
CHEMBL141780,CHEMBL367,IC50,16000.0,nM,COc1cc(/C=C/C(=O)c2ccc([N+](=O)[O-])cc2)cc(OC)c1,leishmania_donovani
CHEMBL116018,CHEMBL367,IC50,130000.0,nM,O=C(NO)[C@H](O)[C@H](O)COP(=O)(O)O,leishmania_donovani
CHEMBL114416,CHEMBL367,IC50,33000.0,nM,O=C(NOCc1ccccc1)[C@H](O)[C@H](O)COP(=O)(OCc1ccccc1)OCc1ccccc1,leishmania_donovani
CHEMBL144173,CHEMBL367,IC50,7800.0,nM,COc1ccc(OC)c(C(=O)/C=C/c2ccc(Cl)cc2Cl)c1,leishmania_donovani
CHEMBL264038,CHEMBL367,IC50,9700.0,nM,COc1ccc(C(=O)/C=C/c2cccc(F)c2)c(OC)c1OC,leishmania_donovani
CHEMBL148266,CHEMBL367,IC50,19000.0,nM,C=CCOc1ccc(C(=O)/C=C/c2cc(OC)c(CCCCCC)c(OC)c2)cc1,leishmania_donovani
CHEMBL325268,CHEMBL367,IC50,117000.0,nM,O=C(CSC[C@H](O)CO)OCc1ccccc1,leishmania_donovani
CHEMBL137913,CHEMBL367,IC50,79000.0,nM,CN(C)c1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1,leishmania_donovani
CHEMBL439624,CHEMBL367,IC50,5800.0,nM,COc1cc(/C=C/C(=O)c2cccc(N(C)C)c2)cc(OC)c1,leishmania_donovani
CHEMBL136132,CHEMBL367,IC50,6300.0,nM,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2Cl)c(OC)c1OC,leishmania_donovani
CHEMBL273523,CHEMBL367,IC50,31000.0,nM,COc1cc(/C=C/C(=O)c2ccc(C3CCCCC3)cc2)cc(OC)c1,leishmania_donovani
CHEMBL144947,CHEMBL367,IC50,26000.0,nM,CCCCOc1ccccc1/C=C/C(=O)c1ccc(OC)c(OC)c1OC,leishmania_donovani
CHEMBL144931,CHEMBL367,IC50,18000.0,nM,COc1cccc(C(=O)/C=C/c2ccc(OC)cc2OC)c1,leishmania_donovani
CHEMBL144962,CHEMBL367,IC50,26000.0,nM,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,leishmania_donovani
CHEMBL334040,CHEMBL367,IC50,190000.0,nM,CC1(C)O[C@@H]2COC(=O)[C@@H]2O1,leishmania_donovani
